,Date,Checking,Credit: Curr Stmt Bal,Credit: Prev Stmt Bal,Dad: Principal Balance,Dad: Interest,Student Loans: Principal Balance,Student Loans: Interest,Marginal Interest,Net Gain,Net Loss,Net Worth,Loan Total,CC Debt Total,Liquid Total,Memo Directives,Memo
279,20250726,20903.13,805.0,4709.75,11400.0,0.0,13697.74,51.75,2.25,0.0,22.25,-9761.109999999999,25149.489999999998,5514.75,20903.13,,food (Credit -$20.00)
280,20250727,20903.13,825.0,4709.75,11400.0,0.0,13697.74,54.0,2.25,0.0,22.25,-9783.359999999999,25151.739999999998,5534.75,20903.13,,food (Credit -$20.00)
281,20250728,20903.13,845.0,4709.75,11400.0,0.0,13697.74,56.25,2.25,0.0,22.25,-9805.609999999999,25153.989999999998,5554.75,20903.13,,food (Credit -$20.00)
282,20250729,20903.13,945.0,4709.75,11400.0,0.0,13697.74,58.5,2.25,0.0,102.25,-9907.859999999999,25156.239999999998,5654.75,20903.13,,gas (Credit -$80.00); food (Credit -$20.00)
283,20250730,20903.13,965.0,4709.75,11400.0,0.0,13697.74,60.75,2.25,0.0,22.25,-9930.109999999999,25158.489999999998,5674.75,20903.13,,food (Credit -$20.00)
284,20250731,20903.13,985.0,4709.75,11400.0,0.0,13697.74,63.0,2.25,0.0,22.25,-9952.359999999999,25160.739999999998,5694.75,20903.13,,food (Credit -$20.00)
285,20250801,22003.13,1105.0,4709.75,10900.0,0.0,13697.74,65.25,2.25,1477.75,0.0,-8474.609999999999,24662.989999999998,5814.75,22003.13, LOAN MIN PAYMENT (Dad: Principal Balance -$500.00);  LOAN MIN PAYMENT (Checking -$500.00); ,EMT income (Checking +$1600.00); storage unit rent (Credit -$100.00); food (Credit -$20.00)
286,20250802,22003.13,1215.0,4709.75,10900.0,0.0,13697.74,67.5,2.25,0.0,112.25,-8586.859999999999,24665.239999999998,5924.75,22003.13,,parking (Credit -$50.00); ai daddy (Credit -$20.00); hulu (Credit -$20.00); food (Credit -$20.00)
287,20250803,21379.94,1235.0,4709.75,10900.0,0.0,13544.3,0.0,2.25,0.0,422.25,-9009.11,24444.3,5944.75,21379.94, LOAN MIN PAYMENT (Student Loans: Interest -$69.75);  LOAN MIN PAYMENT (Student Loans: Principal Balance -$153.44);  LOAN MIN PAYMENT (Checking -$223.19); ,sjcc fall 2025 tuition (Checking -$400.00); food (Credit -$20.00)
288,20250804,21379.94,1255.0,4709.75,10900.0,0.0,13544.3,2.22,2.22,0.0,22.22,-9031.33,24446.52,5964.75,21379.94,,food (Credit -$20.00)
289,20250805,15395.189999999999,0.0,0.0,10900.0,0.0,13544.3,4.44,2.22,0.0,22.22,-9053.550000000001,24448.739999999998,0.0,15395.189999999999,ADDTL CC PAYMENT (Checking -$1275.00); ADDTL CC PAYMENT (Credit: Curr Stmt Bal -$1275.00); ADDTL CC PAYMENT (Checking -$4709.75); ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$4709.75),food (Credit -$20.00)
290,20250806,15395.19,20.0,0.0,10900.0,0.0,13544.3,6.66,2.22,0.0,22.22,-9075.769999999999,24450.96,20.0,15395.19,,food (Credit -$20.00)
291,20250807,15395.19,0,153.78,10900.0,0.0,13544.3,8.88,116.0,0.0,136.0,-9211.769999999999,24453.18,153.78,15395.19,CC MIN PAYMENT ALREADY MADE (Checking -$0.00); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00); CC INTEREST (Credit: Prev Stmt Bal +$113.78),food (Credit -$20.00)
292,20250808,15395.19,20.0,153.78,10900.0,0.0,13544.3,11.1,2.22,0.0,22.22,-9233.99,24455.399999999998,173.78,15395.19,,food (Credit -$20.00)
293,20250809,15395.19,40.0,153.78,10900.0,0.0,13544.3,13.32,2.22,0.0,22.22,-9256.21,24457.62,193.78,15395.19,,food (Credit -$20.00)
294,20250810,15395.19,60.0,153.78,10900.0,0.0,13544.3,15.54,2.22,0.0,22.22,-9278.43,24459.84,213.78,15395.19,,food (Credit -$20.00)
295,20250811,15395.19,80.0,153.78,10900.0,0.0,13544.3,17.76,2.22,0.0,22.22,-9300.65,24462.059999999998,233.78,15395.19,,food (Credit -$20.00)
296,20250812,15395.19,180.0,153.78,10900.0,0.0,13544.3,19.98,2.22,0.0,102.22,-9402.869999999999,24464.28,333.78,15395.19,,gas (Credit -$80.00); food (Credit -$20.00)
297,20250813,15395.19,200.0,153.78,10900.0,0.0,13544.3,22.2,2.22,0.0,22.22,-9425.09,24466.5,353.78,15395.19,,food (Credit -$20.00)
298,20250814,15395.19,220.0,153.78,10900.0,0.0,13544.3,24.42,2.22,0.0,22.22,-9447.31,24468.719999999998,373.78,15395.19,,food (Credit -$20.00)
299,20250815,16995.19,240.0,153.78,10900.0,0.0,13544.3,26.64,2.22,1577.78,0.0,-7869.530000000001,24470.94,393.78,16995.19,,EMT income (Checking +$1600.00); food (Credit -$20.00)
300,20250816,16995.19,260.0,153.78,10900.0,0.0,13544.3,28.86,2.22,0.0,22.22,-7891.75,24473.16,413.78,16995.19,,food (Credit -$20.00)
301,20250817,16995.19,280.0,153.78,10900.0,0.0,13544.3,31.08,2.22,0.0,22.22,-7913.97,24475.38,433.78,16995.19,,food (Credit -$20.00)
302,20250818,16995.19,550.0,153.78,10900.0,0.0,13544.3,33.3,2.22,0.0,272.22,-8186.1900000000005,24477.6,703.78,16995.19,,phone (Credit -$250.00); food (Credit -$20.00)
303,20250819,16995.19,570.0,153.78,10900.0,0.0,13544.3,35.52,2.22,0.0,22.22,-8208.410000000002,24479.82,723.78,16995.19,,food (Credit -$20.00)
304,20250820,16995.19,685.0,153.78,10900.0,0.0,13544.3,37.74,2.22,0.0,117.22,-8325.630000000001,24482.04,838.78,16995.19,,car insurance (Credit -$95.00); food (Credit -$20.00)
305,20250821,16995.19,705.0,153.78,10900.0,0.0,13544.3,39.96,2.22,0.0,22.22,-8347.85,24484.26,858.78,16995.19,,food (Credit -$20.00)
306,20250822,16995.19,725.0,153.78,10900.0,0.0,13544.3,42.18,2.22,0.0,22.22,-8370.070000000002,24486.48,878.78,16995.19,,food (Credit -$20.00)
307,20250823,16995.19,745.0,153.78,10900.0,0.0,13544.3,44.4,2.22,0.0,22.22,-8392.29,24488.7,898.78,16995.19,,food (Credit -$20.00)
308,20250824,16995.19,765.0,153.78,10900.0,0.0,13544.3,46.62,2.22,0.0,22.22,-8414.51,24490.92,918.78,16995.19,,food (Credit -$20.00)
309,20250825,16995.19,785.0,153.78,10900.0,0.0,13544.3,48.84,2.22,0.0,22.22,-8436.730000000001,24493.14,938.78,16995.19,,food (Credit -$20.00)
310,20250826,16995.19,885.0,153.78,10900.0,0.0,13544.3,51.06,2.22,0.0,102.22,-8538.950000000003,24495.36,1038.78,16995.19,,gas (Credit -$80.00); food (Credit -$20.00)
311,20250827,16995.19,905.0,153.78,10900.0,0.0,13544.3,53.28,2.22,0.0,22.22,-8561.17,24497.579999999998,1058.78,16995.19,,food (Credit -$20.00)
312,20250828,16995.19,925.0,153.78,10900.0,0.0,13544.3,55.5,2.22,0.0,22.22,-8583.390000000001,24499.8,1078.78,16995.19,,food (Credit -$20.00)
313,20250829,18595.19,945.0,153.78,10900.0,0.0,13544.3,57.72,2.22,1577.78,0.0,-7005.610000000001,24502.02,1098.78,18595.19,,EMT income (Checking +$1600.00); food (Credit -$20.00)
314,20250830,18595.19,965.0,153.78,10900.0,0.0,13544.3,59.94,2.22,0.0,22.22,-7027.83,24504.239999999998,1118.78,18595.19,,food (Credit -$20.00)
315,20250831,18595.19,985.0,153.78,10900.0,0.0,13544.3,62.16,2.22,0.0,22.22,-7050.05,24506.46,1138.78,18595.19,,food (Credit -$20.00)
316,20250901,18095.19,1105.0,153.78,10400.0,0.0,13544.3,64.38,2.22,0.0,122.22,-7172.27,24008.68,1258.78,18095.19, LOAN MIN PAYMENT (Dad: Principal Balance -$500.00);  LOAN MIN PAYMENT (Checking -$500.00); ,storage unit rent (Credit -$100.00); food (Credit -$20.00)
