,Date,Checking,Credit: Curr Stmt Bal,Credit: Prev Stmt Bal,Credit: Credit Billing Cycle Payment Bal,Credit: Credit End of Prev Cycle Bal,Dad: Principal Balance,Dad: Interest,Dad: Loan Billing Cycle Payment Bal,Dad: Loan End of Prev Cycle Bal,Student Loans: Principal Balance,Student Loans: Interest,Student Loans: Loan Billing Cycle Payment Bal,Student Loans: Loan End of Prev Cycle Bal,Marginal Interest,Net Gain,Net Loss,Net Worth,Loan Total,CC Debt Total,Liquid Total,Next Income Date,Memo Directives,Memo
204,20250521,1600.0,705.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,41.4,0.0,13981.7,2.3,0.0,22.3,-30477.86,26423.100000000002,5654.76,1600.0,20250523,,food (Credit -$20.00)
205,20250522,1600.0,725.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,43.7,0.0,13981.7,2.3,0.0,22.3,-30500.160000000003,26425.4,5674.76,1600.0,20250523,,food (Credit -$20.00)
206,20250523,3200.0,745.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,46.0,0.0,13981.7,2.3,1577.7,0.0,-28922.46,26427.7,5694.76,3200.0,20250606,INCOME (Checking +$1600.00),EMT income (Checking +$1600.00); food (Credit -$20.00)
207,20250524,3200.0,765.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,48.3,0.0,13981.7,2.3,0.0,22.3,-28944.760000000002,26430.0,5714.76,3200.0,20250606,,food (Credit -$20.00)
208,20250525,3200.0,785.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,50.6,0.0,13981.7,2.3,0.0,22.3,-28967.059999999998,26432.3,5734.76,3200.0,20250606,,food (Credit -$20.00)
209,20250526,3200.0,805.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,52.9,0.0,13981.7,2.3,0.0,22.3,-28989.36,26434.600000000002,5754.76,3200.0,20250606,,food (Credit -$20.00)
210,20250527,3200.0,825.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,55.2,0.0,13981.7,2.3,0.0,22.3,-29011.660000000003,26436.9,5774.76,3200.0,20250606,,food (Credit -$20.00)
211,20250528,3200.0,845.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,57.5,0.0,13981.7,2.3,0.0,22.3,-29033.96,26439.2,5794.76,3200.0,20250606,,food (Credit -$20.00)
212,20250529,3200.0,865.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,59.8,0.0,13981.7,2.3,0.0,22.3,-29056.260000000002,26441.5,5814.76,3200.0,20250606,,food (Credit -$20.00)
213,20250530,3200.0,885.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,62.1,0.0,13981.7,2.3,0.0,22.3,-29078.559999999998,26443.8,5834.76,3200.0,20250606,,food (Credit -$20.00)
214,20250531,3200.0,905.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,64.4,0.0,13981.7,2.3,0.0,22.3,-29100.86,26446.100000000002,5854.76,3200.0,20250606,,food (Credit -$20.00)
215,20250601,2700.0,1025.0,4949.76,0.0,4949.76,11900.0,0.0,0.0,12400.0,13981.7,66.7,0.0,13981.7,2.3,0.0,122.3,-29223.160000000003,25948.4,5974.76,2700.0,20250606,LOAN MIN PAYMENT (Dad: Principal Balance -$500.00); LOAN MIN PAYMENT (Checking -$500.00),storage unit rent (Credit -$100.00); food (Credit -$20.00)
216,20250602,2700.0,1135.0,4949.76,0.0,4949.76,11900.0,0.0,0.0,11900.0,13981.7,69.0,0.0,13981.7,2.3,0.0,112.3,-29335.46,25950.7,6084.76,2700.0,20250606,,parking (Credit -$50.00); ai daddy (Credit -$20.00); food (Credit -$20.00); hulu (Credit -$20.00)
217,20250603,2076.81,1235.0,4949.76,0.0,4949.76,11900.0,0.0,0.0,11900.0,13829.81,0.0,0.0,13981.7,2.3,0.0,502.3,-29837.760000000002,25729.809999999998,6184.76,2076.81,20250606,LOAN MIN PAYMENT (Student Loans: Interest -$71.30); LOAN MIN PAYMENT (Student Loans: Principal Balance -$151.89); LOAN MIN PAYMENT (Checking -$223.19),sjcc summer 2025 tuition (Checking -$400.00); gas (Credit -$80.00); food (Credit -$20.00)
218,20250604,2076.81,1255.0,4949.76,0.0,4949.76,11900.0,0.0,0.0,11900.0,13829.81,2.27,0.0,13829.81,2.27,0.0,22.27,-29860.03,25732.079999999998,6204.76,2076.81,20250606,,food (Credit -$20.00)
219,20250605,0.0,1275.0,2872.9500000000003,2076.81,4949.76,11900.0,0.0,0.0,11900.0,13829.81,4.54,0.0,13829.81,2.27,0.0,22.27,-29882.3,25734.35,4147.950000000001,0.0,20250606,ADDTL CC PAYMENT (Checking -$2076.81); ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$2076.81),food (Credit -$20.00)
220,20250606,1600.0,1295.0,2872.95,2076.81,4949.76,11900.0,0.0,0.0,11900.0,13829.81,6.81,0.0,13829.81,2.27,1577.73,0.0,-28304.57,25736.62,4167.95,1600.0,20250620,INCOME (Checking +$1600.00),EMT income (Checking +$1600.00); food (Credit -$20.00)
221,20250607,1600.0,0,4307.53,0,4949.76,11900.0,0.0,0.0,11900.0,13829.81,9.08,0.0,13829.81,121.85,0.0,141.85,-28446.42,25738.89,4307.53,1600.0,20250620,CC INTEREST (Credit: Prev Stmt Bal +$119.58); CC MIN PAYMENT ALREADY MADE (Checking -$0.00); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00),food (Credit -$20.00)
222,20250608,1600.0,20.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,11.35,0.0,13829.81,2.27,0.0,22.27,-28468.689999999995,25741.159999999996,4327.53,1600.0,20250620,,food (Credit -$20.00)
223,20250609,1600.0,40.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,13.62,0.0,13829.81,2.27,0.0,22.27,-28490.959999999995,25743.429999999997,4347.53,1600.0,20250620,,food (Credit -$20.00)
224,20250610,1600.0,60.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,15.89,0.0,13829.81,2.27,0.0,22.27,-28513.229999999996,25745.699999999997,4367.53,1600.0,20250620,,food (Credit -$20.00)
225,20250611,1600.0,80.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,18.16,0.0,13829.81,2.27,0.0,22.27,-28535.499999999996,25747.969999999998,4387.53,1600.0,20250620,,food (Credit -$20.00)
226,20250612,1600.0,100.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,20.43,0.0,13829.81,2.27,0.0,22.27,-28557.769999999997,25750.239999999998,4407.53,1600.0,20250620,,food (Credit -$20.00)
227,20250613,1600.0,120.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,22.7,0.0,13829.81,2.27,0.0,22.27,-28580.039999999997,25752.51,4427.53,1600.0,20250620,,food (Credit -$20.00)
228,20250614,1600.0,140.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,24.97,0.0,13829.81,2.27,0.0,22.27,-28602.309999999998,25754.78,4447.53,1600.0,20250620,,food (Credit -$20.00)
229,20250615,1600.0,160.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,27.24,0.0,13829.81,2.27,0.0,22.27,-28624.579999999998,25757.05,4467.53,1600.0,20250620,,food (Credit -$20.00)
230,20250616,1600.0,180.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,29.51,0.0,13829.81,2.27,0.0,22.27,-28646.849999999995,25759.319999999996,4487.53,1600.0,20250620,,food (Credit -$20.00)
231,20250617,1600.0,280.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,31.78,0.0,13829.81,2.27,0.0,102.27,-28749.119999999995,25761.589999999997,4587.53,1600.0,20250620,,gas (Credit -$80.00); food (Credit -$20.00)
232,20250618,1600.0,550.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,34.05,0.0,13829.81,2.27,0.0,272.27,-29021.389999999996,25763.859999999997,4857.53,1600.0,20250620,,phone (Credit -$250.00); food (Credit -$20.00)
233,20250619,1600.0,570.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,36.32,0.0,13829.81,2.27,0.0,22.27,-29043.659999999996,25766.129999999997,4877.53,1600.0,20250620,,food (Credit -$20.00)
234,20250620,3200.0,685.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,38.59,0.0,13829.81,2.27,1482.73,0.0,-27560.929999999997,25768.399999999998,4992.53,3200.0,20250704,INCOME (Checking +$1600.00),EMT income (Checking +$1600.00); car insurance (Credit -$95.00); food (Credit -$20.00)
235,20250621,3200.0,705.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,40.86,0.0,13829.81,2.27,0.0,22.27,-27583.199999999997,25770.67,5012.53,3200.0,20250704,,food (Credit -$20.00)
236,20250622,3200.0,725.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,43.13,0.0,13829.81,2.27,0.0,22.27,-27605.469999999998,25772.94,5032.53,3200.0,20250704,,food (Credit -$20.00)
237,20250623,3200.0,745.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,45.4,0.0,13829.81,2.27,0.0,22.27,-27627.739999999998,25775.21,5052.53,3200.0,20250704,,food (Credit -$20.00)
238,20250624,3200.0,765.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,47.67,0.0,13829.81,2.27,0.0,22.27,-27650.009999999995,25777.479999999996,5072.53,3200.0,20250704,,food (Credit -$20.00)
239,20250625,3200.0,785.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,49.94,0.0,13829.81,2.27,0.0,22.27,-27672.279999999995,25779.749999999996,5092.53,3200.0,20250704,,food (Credit -$20.00)
240,20250626,3200.0,805.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,52.21,0.0,13829.81,2.27,0.0,22.27,-27694.549999999996,25782.019999999997,5112.53,3200.0,20250704,,food (Credit -$20.00)
241,20250627,3200.0,825.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,54.48,0.0,13829.81,2.27,0.0,22.27,-27716.819999999996,25784.289999999997,5132.53,3200.0,20250704,,food (Credit -$20.00)
242,20250628,3200.0,845.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,56.75,0.0,13829.81,2.27,0.0,22.27,-27739.089999999997,25786.559999999998,5152.53,3200.0,20250704,,food (Credit -$20.00)
243,20250629,3200.0,865.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,59.02,0.0,13829.81,2.27,0.0,22.27,-27761.359999999997,25788.829999999998,5172.53,3200.0,20250704,,food (Credit -$20.00)
244,20250630,3200.0,885.0,4307.53,0.0,4307.53,11900.0,0.0,0.0,11900.0,13829.81,61.29,0.0,13829.81,2.27,0.0,22.27,-27783.629999999997,25791.1,5192.53,3200.0,20250704,,food (Credit -$20.00)
245,20250701,2700.0,1085.0,4307.53,0.0,4307.53,11400.0,0.0,0.0,11900.0,13829.81,63.56,0.0,13829.81,2.27,0.0,202.26999999999998,-27985.899999999998,25293.37,5392.53,2700.0,20250704,LOAN MIN PAYMENT (Dad: Principal Balance -$500.00); LOAN MIN PAYMENT (Checking -$500.00),storage unit rent (Credit -$100.00); gas (Credit -$80.00); food (Credit -$20.00)
246,20250702,2700.0,1195.0,4307.53,0.0,4307.53,11400.0,0.0,0.0,11400.0,13829.81,65.83,0.0,13829.81,2.27,0.0,112.27000000000001,-28098.17,25295.64,5502.53,2700.0,20250704,,parking (Credit -$50.00); ai daddy (Credit -$20.00); food (Credit -$20.00); hulu (Credit -$20.00)
247,20250703,2476.81,1215.0,4307.53,0.0,4307.53,11400.0,0.0,0.0,11400.0,13674.72,0.0,0.0,13829.81,2.27,0.0,22.27,-28120.44,25074.72,5522.53,2476.81,20250704,LOAN MIN PAYMENT (Student Loans: Interest -$68.10); LOAN MIN PAYMENT (Student Loans: Principal Balance -$155.09); LOAN MIN PAYMENT (Checking -$223.19),food (Credit -$20.00)
248,20250704,4076.81,1235.0,4307.53,0.0,4307.53,11400.0,0.0,0.0,11400.0,13674.72,2.25,0.0,13674.72,2.25,1577.75,0.0,-26542.69,25076.97,5542.53,4076.81,20250718,INCOME (Checking +$1600.00),EMT income (Checking +$1600.00); food (Credit -$20.00)
249,20250705,0.0,1255.0,230.7199999999998,4076.81,4307.53,11400.0,0.0,0.0,11400.0,13674.72,4.5,0.0,13674.72,2.25,0.0,22.25,-26564.940000000002,25079.22,1485.7199999999998,0.0,20250718,ADDTL CC PAYMENT (Checking -$4076.81); ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$4076.81),food (Credit -$20.00)
250,20250706,0.0,1275.0,230.72,4076.81,4307.53,11400.0,0.0,0.0,11400.0,13674.72,6.75,0.0,13674.72,2.25,0.0,22.25,-26587.190000000002,25081.47,1505.72,0.0,20250718,,food (Credit -$20.00)
251,20250707,0.0,0,1629.78,0,4307.53,11400.0,0.0,0.0,11400.0,13674.72,9.0,0.0,13674.72,106.31,0.0,126.31,-26713.5,25083.72,1629.78,0.0,20250718,CC INTEREST (Credit: Prev Stmt Bal +$104.06); CC MIN PAYMENT ALREADY MADE (Checking -$0.00); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00),food (Credit -$20.00)
252,20250708,0.0,20.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,11.25,0.0,13674.72,2.25,0.0,22.25,-26735.75,25085.97,1649.78,0.0,20250718,,food (Credit -$20.00)
253,20250709,0.0,40.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,13.5,0.0,13674.72,2.25,0.0,22.25,-26758.0,25088.22,1669.78,0.0,20250718,,food (Credit -$20.00)
254,20250710,0.0,60.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,15.75,0.0,13674.72,2.25,0.0,22.25,-26780.25,25090.47,1689.78,0.0,20250718,,food (Credit -$20.00)
255,20250711,0.0,80.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,18.0,0.0,13674.72,2.25,0.0,22.25,-26802.5,25092.72,1709.78,0.0,20250718,,food (Credit -$20.00)
256,20250712,0.0,100.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,20.25,0.0,13674.72,2.25,0.0,22.25,-26824.75,25094.97,1729.78,0.0,20250718,,food (Credit -$20.00)
257,20250713,0.0,120.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,22.5,0.0,13674.72,2.25,0.0,22.25,-26847.0,25097.22,1749.78,0.0,20250718,,food (Credit -$20.00)
258,20250714,0.0,140.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,24.75,0.0,13674.72,2.25,0.0,22.25,-26869.25,25099.47,1769.78,0.0,20250718,,food (Credit -$20.00)
259,20250715,0.0,240.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,27.0,0.0,13674.72,2.25,0.0,102.25,-26971.5,25101.72,1869.78,0.0,20250718,,gas (Credit -$80.00); food (Credit -$20.00)
260,20250716,0.0,260.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,29.25,0.0,13674.72,2.25,0.0,22.25,-26993.75,25103.97,1889.78,0.0,20250718,,food (Credit -$20.00)
261,20250717,0.0,280.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,31.5,0.0,13674.72,2.25,0.0,22.25,-27016.0,25106.22,1909.78,0.0,20250718,,food (Credit -$20.00)
262,20250718,1600.0,550.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,33.75,0.0,13674.72,2.25,1327.75,0.0,-25688.25,25108.47,2179.7799999999997,1600.0,20250801,INCOME (Checking +$1600.00),EMT income (Checking +$1600.00); phone (Credit -$250.00); food (Credit -$20.00)
263,20250719,1600.0,570.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,36.0,0.0,13674.72,2.25,0.0,22.25,-25710.5,25110.72,2199.7799999999997,1600.0,20250801,,food (Credit -$20.00)
264,20250720,1600.0,685.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,38.25,0.0,13674.72,2.25,0.0,117.25,-25827.75,25112.97,2314.7799999999997,1600.0,20250801,,car insurance (Credit -$95.00); food (Credit -$20.00)
265,20250721,1600.0,705.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,40.5,0.0,13674.72,2.25,0.0,22.25,-25850.0,25115.22,2334.7799999999997,1600.0,20250801,,food (Credit -$20.00)
266,20250722,1600.0,725.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,42.75,0.0,13674.72,2.25,0.0,22.25,-25872.25,25117.47,2354.7799999999997,1600.0,20250801,,food (Credit -$20.00)
267,20250723,1600.0,745.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,45.0,0.0,13674.72,2.25,0.0,22.25,-25894.5,25119.72,2374.7799999999997,1600.0,20250801,,food (Credit -$20.00)
268,20250724,1600.0,765.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,47.25,0.0,13674.72,2.25,0.0,22.25,-25916.75,25121.97,2394.7799999999997,1600.0,20250801,,food (Credit -$20.00)
269,20250725,1600.0,785.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,49.5,0.0,13674.72,2.25,0.0,22.25,-25939.0,25124.22,2414.7799999999997,1600.0,20250801,,food (Credit -$20.00)
270,20250726,1600.0,805.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,51.75,0.0,13674.72,2.25,0.0,22.25,-25961.25,25126.47,2434.7799999999997,1600.0,20250801,,food (Credit -$20.00)
271,20250727,1600.0,825.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,54.0,0.0,13674.72,2.25,0.0,22.25,-25983.5,25128.72,2454.7799999999997,1600.0,20250801,,food (Credit -$20.00)
272,20250728,1600.0,845.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,56.25,0.0,13674.72,2.25,0.0,22.25,-26005.75,25130.97,2474.7799999999997,1600.0,20250801,,food (Credit -$20.00)
273,20250729,1600.0,945.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,58.5,0.0,13674.72,2.25,0.0,102.25,-26108.0,25133.22,2574.7799999999997,1600.0,20250801,,gas (Credit -$80.00); food (Credit -$20.00)
274,20250730,1600.0,965.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,60.75,0.0,13674.72,2.25,0.0,22.25,-26130.25,25135.47,2594.7799999999997,1600.0,20250801,,food (Credit -$20.00)
275,20250731,1600.0,985.0,1629.78,0.0,1629.78,11400.0,0.0,0.0,11400.0,13674.72,63.0,0.0,13674.72,2.25,0.0,22.25,-26152.5,25137.72,2614.7799999999997,1600.0,20250801,,food (Credit -$20.00)
276,20250801,2700.0,1105.0,1629.78,0.0,1629.78,10900.0,0.0,0.0,11400.0,13674.72,65.25,0.0,13674.72,2.25,1477.75,0.0,-24674.75,24639.97,2734.7799999999997,2700.0,20250815,INCOME (Checking +$1600.00); LOAN MIN PAYMENT (Dad: Principal Balance -$500.00); LOAN MIN PAYMENT (Checking -$500.00),EMT income (Checking +$1600.00); storage unit rent (Credit -$100.00); food (Credit -$20.00)
277,20250802,2700.0,1215.0,1629.78,0.0,1629.78,10900.0,0.0,0.0,10900.0,13674.72,67.5,0.0,13674.72,2.25,0.0,112.25,-24787.0,24642.22,2844.7799999999997,2700.0,20250815,,parking (Credit -$50.00); ai daddy (Credit -$20.00); food (Credit -$20.00); hulu (Credit -$20.00)
278,20250803,2076.81,1235.0,1629.78,0.0,1629.78,10900.0,0.0,0.0,10900.0,13521.28,0.0,0.0,13674.72,2.25,0.0,422.25,-25209.25,24421.28,2864.7799999999997,2076.81,20250815,LOAN MIN PAYMENT (Student Loans: Interest -$69.75); LOAN MIN PAYMENT (Student Loans: Principal Balance -$153.44); LOAN MIN PAYMENT (Checking -$223.19),sjcc fall 2025 tuition (Checking -$400.00); food (Credit -$20.00)
279,20250804,2076.81,1255.0,1629.78,0.0,1629.78,10900.0,0.0,0.0,10900.0,13521.28,2.22,0.0,13521.28,2.22,0.0,22.22,-25231.47,24423.5,2884.7799999999997,2076.81,20250815,,food (Credit -$20.00)
280,20250805,0.0,827.97,0.0,2076.81,1629.78,10900.0,0.0,0.0,10900.0,13521.28,4.44,0.0,13521.28,2.22,0.0,22.22,-25253.69,24425.719999999998,827.97,0.0,20250815,ADDTL CC PAYMENT (Checking -$447.03); ADDTL CC PAYMENT (Credit: Curr Stmt Bal -$447.03); ADDTL CC PAYMENT (Checking -$1629.78); ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$1629.78),food (Credit -$20.00)
281,20250806,0.0,847.97,0.0,2076.81,1629.78,10900.0,0.0,0.0,10900.0,13521.28,6.66,0.0,13521.28,2.22,0.0,22.22,-25275.91,24427.94,847.97,0.0,20250815,,food (Credit -$20.00)
282,20250807,0.0,0,907.34,0,1629.78,10900.0,0.0,0.0,10900.0,13521.28,8.88,0.0,13521.28,41.589999999999996,0.0,61.589999999999996,-25337.5,24430.16,907.34,0.0,20250815,CC MIN PAYMENT ALREADY MADE (Checking -$0.00); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00); CC INTEREST (Credit: Prev Stmt Bal +$39.37),food (Credit -$20.00)
283,20250808,0.0,20.0,907.34,0.0,907.34,10900.0,0.0,0.0,10900.0,13521.28,11.1,0.0,13521.28,2.22,0.0,22.22,-25359.719999999998,24432.379999999997,927.34,0.0,20250815,,food (Credit -$20.00)
284,20250809,0.0,40.0,907.34,0.0,907.34,10900.0,0.0,0.0,10900.0,13521.28,13.32,0.0,13521.28,2.22,0.0,22.22,-25381.94,24434.6,947.34,0.0,20250815,,food (Credit -$20.00)
285,20250810,0.0,60.0,907.34,0.0,907.34,10900.0,0.0,0.0,10900.0,13521.28,15.54,0.0,13521.28,2.22,0.0,22.22,-25404.16,24436.82,967.34,0.0,20250815,,food (Credit -$20.00)
286,20250811,0.0,80.0,907.34,0.0,907.34,10900.0,0.0,0.0,10900.0,13521.28,17.76,0.0,13521.28,2.22,0.0,22.22,-25426.379999999997,24439.039999999997,987.34,0.0,20250815,,food (Credit -$20.00)
287,20250812,0.0,180.0,907.34,0.0,907.34,10900.0,0.0,0.0,10900.0,13521.28,19.98,0.0,13521.28,2.22,0.0,102.22,-25528.6,24441.26,1087.3400000000001,0.0,20250815,,gas (Credit -$80.00); food (Credit -$20.00)
288,20250813,0.0,200.0,907.34,0.0,907.34,10900.0,0.0,0.0,10900.0,13521.28,22.2,0.0,13521.28,2.22,0.0,22.22,-25550.82,24443.48,1107.3400000000001,0.0,20250815,,food (Credit -$20.00)
289,20250814,0.0,220.0,907.34,0.0,907.34,10900.0,0.0,0.0,10900.0,13521.28,24.42,0.0,13521.28,2.22,0.0,22.22,-25573.039999999997,24445.699999999997,1127.3400000000001,0.0,20250815,,food (Credit -$20.00)
290,20250815,1600.0,240.0,907.34,0.0,907.34,10900.0,0.0,0.0,10900.0,13521.28,26.64,0.0,13521.28,2.22,1577.78,0.0,-23995.26,24447.92,1147.3400000000001,1600.0,,INCOME (Checking +$1600.00),EMT income (Checking +$1600.00); food (Credit -$20.00)
